[17:23:38] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:38] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:38] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:46] [Server thread/INFO] [FML]: MinecraftForge v14.23.2.2611 Initialized
[17:23:46] [Server thread/INFO] [FML]: Starts to replace vanilla recipe ingredients with ore ingredients.
[17:23:46] [Server thread/INFO] [FML]: Replaced 1036 ore ingredients
[17:23:47] [Server thread/DEBUG] [FML]: File C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\config\injectedDependencies.json not found. No dependencies injected
[17:23:47] [Server thread/DEBUG] [FML]: Building injected Mod Containers [net.minecraftforge.fml.common.FMLContainer, net.minecraftforge.common.ForgeModContainer]
[17:23:47] [Server thread/DEBUG] [FML]: Attempting to load mods contained in the minecraft jar file and associated classes
[17:23:47] [Server thread/DEBUG] [FML]: Minecraft is a file at C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\forge-1.12.2-14.23.2.2611-universal.jar, loading
[17:23:47] [Server thread/DEBUG] [FML]: Minecraft jar mods loaded successfully
[17:23:47] [Server thread/INFO] [FML]: Found 0 mods from the command line. Injecting into mod discoverer
[17:23:47] [Server thread/INFO] [FML]: Searching C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\mods for mods
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file BuildCraft-Mod-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file CodeChickenLib-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file EnderStorage-1.12.jar
[17:23:47] [Server thread/DEBUG] [FML]: Ignoring unknown file mod_list.json in mods directory
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file Tree-Chopper-Mod-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Examining file forge-1.12.2-14.23.2.2611-universal.jar for potential mods
[17:23:47] [Server thread/DEBUG] [FML]: The mod container forge-1.12.2-14.23.2.2611-universal.jar appears to be missing an mcmod.info file
[17:23:48] [Server thread/DEBUG] [FML]: Examining file BuildCraft-Mod-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file BuildCraft-Mod-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.builders.BCBuilders) - loading
[17:23:48] [Server thread/TRACE] [buildcraftbuilders]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.core.BCCore) - loading
[17:23:48] [Server thread/TRACE] [buildcraftcore]: Parsed dependency info : Requirements: [buildcraftlib@[7.99.14,7.99.14]] After:[buildcraftlib@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.energy.BCEnergy) - loading
[17:23:48] [Server thread/TRACE] [buildcraftenergy]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.factory.BCFactory) - loading
[17:23:48] [Server thread/TRACE] [buildcraftfactory]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.lib.BCLib) - loading
[17:23:48] [Server thread/TRACE] [buildcraftlib]: Parsed dependency info : Requirements: [forge@[14.23.0.2544,)] After:[forge@[14.23.0.2544,)] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.robotics.BCRobotics) - loading
[17:23:48] [Server thread/TRACE] [buildcraftrobotics]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.silicon.BCSilicon) - loading
[17:23:48] [Server thread/TRACE] [buildcraftsilicon]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.transport.BCTransport) - loading
[17:23:48] [Server thread/TRACE] [buildcrafttransport]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Examining file CodeChickenLib-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file CodeChickenLib-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (codechicken.lib.CodeChickenLib) - loading
[17:23:48] [Server thread/TRACE] [codechickenlib]: Parsed dependency info : Requirements: [] After:[] Before:[]
[17:23:48] [Server thread/DEBUG] [codechickenlib]: Attempting to load the file version.properties from CodeChickenLib-1.12.2.jar to locate a version number for codechickenlib
[17:23:48] [Server thread/WARN] [codechickenlib]: Mod codechickenlib is missing the required element 'version' and a version.properties file could not be found. Falling back to metadata version 3.1.5.331
[17:23:48] [Server thread/DEBUG] [FML]: Examining file EnderStorage-1.12.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file EnderStorage-1.12.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (codechicken.enderstorage.EnderStorage) - loading
[17:23:48] [Server thread/TRACE] [enderstorage]: Parsed dependency info : Requirements: [codechickenlib@[3.1.1,)] After:[codechickenlib@[3.1.1,)] Before:[]
[17:23:48] [Server thread/DEBUG] [enderstorage]: Attempting to load the file version.properties from EnderStorage-1.12.jar to locate a version number for enderstorage
[17:23:48] [Server thread/WARN] [enderstorage]: Mod enderstorage is missing the required element 'version' and no fallback can be found. Substituting '1.0'.
[17:23:48] [Server thread/DEBUG] [FML]: Examining file Tree-Chopper-Mod-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file Tree-Chopper-Mod-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (treechopper.core.TreeChopper) - loading
[17:23:48] [Server thread/TRACE] [treechopper]: Parsed dependency info : Requirements: [forge@[14.23.0.2486,)] After:[forge@[14.23.0.2486,)] Before:[]
[17:23:49] [Server thread/INFO] [FML]: Forge Mod Loader has identified 15 mods to load
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcrafttransport
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 8 minecraft:long_invisibility net.minecraft.potion.PotionType@6fef75c6
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 9 minecraft:leaping net.minecraft.potion.PotionType@5f61e002
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 10 minecraft:long_leaping net.minecraft.potion.PotionType@334540a0
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 11 minecraft:strong_leaping net.minecraft.potion.PotionType@1f179f51
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 12 minecraft:fire_resistance net.minecraft.potion.PotionType@b428830
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 13 minecraft:long_fire_resistance net.minecraft.potion.PotionType@5b7308aa
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 14 minecraft:swiftness net.minecraft.potion.PotionType@42aa1324
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 15 minecraft:long_swiftness net.minecraft.potion.PotionType@6164e137
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 16 minecraft:strong_swiftness net.minecraft.potion.PotionType@7ef8e623
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 17 minecraft:slowness net.minecraft.potion.PotionType@3d8d970e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 18 minecraft:long_slowness net.minecraft.potion.PotionType@2fac80a8
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 19 minecraft:water_breathing net.minecraft.potion.PotionType@6987a133
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 20 minecraft:long_water_breathing net.minecraft.potion.PotionType@50778bde
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 21 minecraft:healing net.minecraft.potion.PotionType@1934339
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 22 minecraft:strong_healing net.minecraft.potion.PotionType@4af12a63
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 23 minecraft:harming net.minecraft.potion.PotionType@1eab8437
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 24 minecraft:strong_harming net.minecraft.potion.PotionType@72eed547
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 25 minecraft:poison net.minecraft.potion.PotionType@69ffdaa8
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 26 minecraft:long_poison net.minecraft.potion.PotionType@2a1e57c6
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 27 minecraft:strong_poison net.minecraft.potion.PotionType@68d6f48e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 28 minecraft:regeneration net.minecraft.potion.PotionType@6c96403e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 29 minecraft:long_regeneration net.minecraft.potion.PotionType@7babed9e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 30 minecraft:strong_regeneration net.minecraft.potion.PotionType@2353354a
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 31 minecraft:strength net.minecraft.potion.PotionType@7c7ed72a
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 32 minecraft:long_strength net.minecraft.potion.PotionType@22b7ef2b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 33 minecraft:strong_strength net.minecraft.potion.PotionType@6d421fe
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 34 minecraft:weakness net.minecraft.potion.PotionType@3c17bd0b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 35 minecraft:long_weakness net.minecraft.potion.PotionType@36dafa24
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 36 minecraft:luck net.minecraft.potion.PotionType@2b098563
[17:23:59] [Server thread/TRACE] [FML]: Registry Name : minecraft:enchantments
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 0 minecraft:protection net.minecraft.enchantment.EnchantmentProtection@2b44605c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 1 minecraft:fire_protection net.minecraft.enchantment.EnchantmentProtection@55421b8d
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 2 minecraft:feather_falling net.minecraft.enchantment.EnchantmentProtection@24a04257
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 3 minecraft:blast_protection net.minecraft.enchantment.EnchantmentProtection@6615237
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 4 minecraft:projectile_protection net.minecraft.enchantment.EnchantmentProtection@eaf8427
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 5 minecraft:respiration net.minecraft.enchantment.EnchantmentOxygen@611c3eae
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 6 minecraft:aqua_affinity net.minecraft.enchantment.EnchantmentWaterWorker@177ede17
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 7 minecraft:thorns net.minecraft.enchantment.EnchantmentThorns@57b9389f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 8 minecraft:depth_strider net.minecraft.enchantment.EnchantmentWaterWalker@6c9a3661
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 9 minecraft:frost_walker net.minecraft.enchantment.EnchantmentFrostWalker@6b25ef1c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 10 minecraft:binding_curse net.minecraft.enchantment.EnchantmentBindingCurse@7b95bdb0
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 16 minecraft:sharpness net.minecraft.enchantment.EnchantmentDamage@1491cd6c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 17 minecraft:smite net.minecraft.enchantment.EnchantmentDamage@423f8a73
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 18 minecraft:bane_of_arthropods net.minecraft.enchantment.EnchantmentDamage@1aedf08d
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 19 minecraft:knockback net.minecraft.enchantment.EnchantmentKnockback@350ff014
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 20 minecraft:fire_aspect net.minecraft.enchantment.EnchantmentFireAspect@5844a2d1
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 21 minecraft:looting net.minecraft.enchantment.EnchantmentLootBonus@4607d78b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 22 minecraft:sweeping net.minecraft.enchantment.EnchantmentSweepingEdge@566c1e71
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 32 minecraft:efficiency net.minecraft.enchantment.EnchantmentDigging@5618fc1f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 33 minecraft:silk_touch net.minecraft.enchantment.EnchantmentUntouching@43c39321
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 34 minecraft:unbreaking net.minecraft.enchantment.EnchantmentDurability@6b5c134e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 35 minecraft:fortune net.minecraft.enchantment.EnchantmentLootBonus@34d9df9f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 48 minecraft:power net.minecraft.enchantment.EnchantmentArrowDamage@6bcdd6e4
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 49 minecraft:punch net.minecraft.enchantment.EnchantmentArrowKnockback@24691c5
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 50 minecraft:flame net.minecraft.enchantment.EnchantmentArrowFire@3b218c74
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 51 minecraft:infinity net.minecraft.enchantment.EnchantmentArrowInfinite@6bb4cc0e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 61 minecraft:luck_of_the_sea net.minecraft.enchantment.EnchantmentLootBonus@5cc1bf20
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 62 minecraft:lure net.minecraft.enchantment.EnchantmentFishingSpeed@b56ec6c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 70 minecraft:mending net.minecraft.enchantment.EnchantmentMending@375084c9
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 71 minecraft:vanishing_curse net.minecraft.enchantment.EnchantmentVanishingCurse@b01cb8d
[17:23:59] [Server thread/TRACE] [FML]: Registry Name : minecraft:recipes
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 0 minecraft:armordye net.minecraft.item.crafting.RecipesArmorDyes@4cfc0c48
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 1 minecraft:bookcloning net.minecraft.item.crafting.RecipeBookCloning@3355168
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 2 minecraft:mapcloning net.minecraft.item.crafting.RecipesMapCloning@29d2fa84
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 3 minecraft:mapextending net.minecraft.item.crafting.RecipesMapExtending@416b1265
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 4 minecraft:fireworks net.minecraft.item.crafting.RecipeFireworks@75452aea
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 5 minecraft:repairitem net.minecraft.item.crafting.RecipeRepairItem@14292d71
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 6 minecraft:tippedarrow net.minecraft.item.crafting.RecipeTippedArrow@7a3643e3
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 7 minecraft:bannerduplicate net.minecraft.item.crafting.RecipesBanners$RecipeDuplicatePattern@10d98940
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 8 minecraft:banneraddpattern net.minecraft.item.crafting.RecipesBanners$RecipeAddPattern@5f6e2ad9
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 9 minecraft:shielddecoration net.minecraft.item.crafting.ShieldRecipes$Decoration@2f471037
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 10 minecraft:shulkerboxcoloring net.minecraft.item.crafting.ShulkerBoxRecipes$ShulkerBoxColoring@5a51336a
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 11 minecraft:yellow_wool net.minecraft.item.crafting.ShapelessRecipes@73b0ed03
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 12 minecraft:yellow_stained_hardened_clay net.minecraft.item.crafting.ShapedRecipes@7f2c995b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 13 minecraft:yellow_stained_glass_pane net.minecraft.item.crafting.ShapedRecipes@1ed9d173
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 14 minecraft:yellow_stained_glass net.minecraft.item.crafting.ShapedRecipes@1179fc8c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 15 minecraft:yellow_dye_from_sunflower net.minecraft.item.crafting.ShapelessRecipes@143413cd
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 16 minecraft:yellow_dye_from_dandelion net.minecraft.item.crafting.ShapelessRecipes@52285a5f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 17 minecraft:yellow_concrete_powder net.minecraft.item.crafting.ShapelessRecipes@14590fe2
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 18 minecraft:yellow_carpet net.minecraft.item.crafting.ShapedRecipes@2c3f43d1
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 19 minecraft:yellow_bed_from_white_bed net.minecraft.item.crafting.ShapelessRecipes@b9b97ad
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 20 minecraft:yellow_bed net.minecraft.item.crafting.ShapedRecipes@3d8d52be
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 21 minecraft:yellow_banner net.minecraft.item.crafting.ShapedRecipes@536da29c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 22 minecraft:writable_book net.minecraft.item.crafting.ShapelessRecipes@41be8db9
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 23 minecraft:wooden_sword net.minecraft.item.crafting.ShapedRecipes@57b1ec84
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 24 minecraft:wooden_shovel net.minecraft.item.crafting.ShapedRecipes@4aab7195
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 25 minecraft:wooden_pressure_plate net.minecraft.item.crafting.ShapedRecipes@43d3995f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 26 minecraft:wooden_pickaxe net.minecraft.item.crafting.ShapedRecipes@65af05b2
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 27 minecraft:wooden_hoe net.minecraft.item.crafting.ShapedRecipes@19d27c27
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 28 minecraft:wooden_door net.minecraft.item.crafting.ShapedRecipes@e06ec83
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 29 minecraft:wooden_button net.minecraft.item.crafting.ShapedRecipes@c4cceb
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 30 minecraft:wooden_axe net.minecraft.item.crafting.ShapedRecipes@208f7165
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 31 minecraft:white_stained_hardened_clay net.minecraft.item.crafting.ShapedRecipes@38054d01
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 32 minecraft:white_stained_glass_pane net.minecraft.item.crafting.ShapedRecipes@1ba35152
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 33 minecraft:white_stained_glass net.minecraft.item.crafting.ShapedRecipes@5d01b0d8
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 34 minecraft:white_concrete_powder net.minecraft.item.crafting.ShapelessRecipes@5613247e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 35 minecraft:white_carpet net.minecraft.item.crafting.ShapedRecipes@1c171746
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 36 minecraft:white_bed net.minecraft.item.crafting.ShapedRecipes@2fb48970
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 37 minecraft:white_banner net.minecraft.item.crafting.ShapedRecipes@ff5d4f1
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 38 minecraft:wheat net.minecraft.item.crafting.ShapedRecipes@147c00aa
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 39 minecraft:tripwire_hook net.minecraft.item.crafting.ShapedRecipes@1c2096c6
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 40 minecraft:trapped_chest net.minecraft.item.crafting.ShapelessRecipes@c94bd18
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 41 minecraft:trapdoor net.minecraft.item.crafting.ShapedRecipes@318e3942
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 42 minecraft:torch net.minecraft.item.crafting.ShapedRecipes@2f99d8c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 43 minecraft:tnt_minecart net.minecraft.item.crafting.ShapedRecipes@1224e1b6
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 44 minecraft:tnt net.minecraft.item.crafting.ShapedRecipes@3e4afd10
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 45 minecraft:sugar net.minecraft.item.crafting.ShapedRecipes@1d8be7b9
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 46 minecraft:string_to_wool net.minecraft.item.crafting.ShapedRecipes@aa0dbca
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 47 minecraft:stonebrick net.minecraft.item.crafting.ShapedRecipes@3de8f85c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 48 minecraft:stone_sword net.minecraft.item.crafting.ShapedRecipes@69a73867
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 49 minecraft:stone_stairs net.minecraft.item.crafting.ShapedRecipes@5f7cd50e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 50 minecraft:stone_slab net.minecraft.item.crafting.ShapedRecipes@7e1d8d41
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 51 minecraft:stone_shovel net.minecraft.item.crafting.ShapedRecipes@214fba74
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 52 minecraft:stone_pressure_plate net.minecraft.item.crafting.ShapedRecipes@44976b08
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 53 minecraft:stone_pickaxe net.minecraft.item.crafting.ShapedRecipes@26101efc
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 54 minecraft:stone_hoe net.minecraft.item.crafting.ShapedRecipes@56266bda
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 55 minecraft:stone_button net.minecraft.item.crafting.ShapedRecipes@53b7bf01
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 56 minecraft:stone_brick_stairs net.minecraft.item.crafting.ShapedRecipes@61554b6b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 57 minecraft:stone_brick_slab net.minecraft.item.crafting.ShapedRecipes@9f1ca74
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 58 minecraft:stone_axe net.minecraft.item.crafting.ShapedRecipes@f9a5e3f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 59 minecraft:sticky_piston net.minecraft.item.crafting.ShapedRecipes@1008df1e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 60 minecraft:stick net.minecraft.item.crafting.ShapedRecipes@4315fe1b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 61 minecraft:spruce_wooden_slab net.minecraft.item.crafting.ShapedRecipes@4df0d9f8
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 62 minecraft:spruce_stairs net.minecraft.item.crafting.ShapedRecipes@6de84336
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 63 minecraft:spruce_planks net.minecraft.item.crafting.ShapedRecipes@1a5b7394
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 64 minecraft:spruce_fence_gate net.minecraft.item.crafting.ShapedRecipes@34b2d51a
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 65 minecraft:spruce_fence net.minecraft.item.crafting.ShapedRecipes@580ffea
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 66 minecraft:spruce_door net.minecraft.item.crafting.ShapedRecipes@6141647f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 67 minecraft:spruce_boat net.minecraft.item.crafting.ShapedRecipes@13dc6649
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 68 minecraft:spectral_arrow net.minecraft.item.crafting.ShapedRecipes@3982206a
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 69 minecraft:speckled_melon net.minecraft.item.crafting.ShapedRecipes@538aa83f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 70 minecraft:snow_layer net.minecraft.item.crafting.ShapedRecipes@2d47b06
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 71 minecraft:snow net.minecraft.item.crafting.ShapedRecipes@22e813fc
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 72 minecraft:smooth_sandstone net.minecraft.item.crafting.ShapedRecipes@43a59289
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 73 minecraft:smooth_red_sandstone net.minecraft.item.crafting.ShapedRecipes@7db47323
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 74 minecraft:slime_ball net.minecraft.item.crafting.ShapedRecipes@fd4459b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 75 minecraft:slime net.minecraft.item.crafting.ShapedRecipes@152e7703
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 76 minecraft:sign net.minecraft.item.crafting.ShapedRecipes@38929da
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 77 minecraft:shield net.minecraft.item.crafting.ShapedRecipes@18483b8b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 78 minecraft:shears net.minecraft.item.crafting.ShapedRecipes@5ee6fdc4
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 79 minecraft:sea_lantern net.minecraft.item.crafting.ShapedRecipes@48b3b1b8
